Depcom	affichage	atteinte cible	Rep_hab graph	Rep_hab	Reste (num)	Nom Com Dep	Nom Commune	Latitude	Longitude	cible	nb rep 2019 cyclistes	Number of Records	Population	Unité affichage
19073	0.2	0.02	0.2	0.233263354	49	Égletons-19	Égletons	45.421662367	2.036298672	50	1	1	4287	réponses par habitant
19066	0.2	0.02	0.2	0.597371565	49	Cublac-19	Cublac	45.156230947	1.305896092	50	1	1	1674	réponses par habitant
19063	1.005361930	0.06	1.005361930	1.005361930	47	Cosnac-19	Cosnac	45.130741624	1.586019095	50	3	3	2984	réponses par habitant
19031	8	0.955237852	8	9.552378521	0	Brive-la-Gaillarde-19	Brive-la-Gaillarde	45.143583066	1.519368361	470.04	407	449	47004	réponses par habitant
19010	0.2	0.02	0.2	0.324359390	49	Argentat-sur-Dordogne-19	Argentat-sur-Dordogne	45.101166763	1.934363084	50	1	1	3083	réponses par habitant
19007	0.2	0.02	0.2	1.153402537	49	Altillac-19	Altillac	44.980441647	1.868897055	50	1	1	867	réponses par habitant
18279	4.513559643	0.451355964	4.513559643	4.513559643	0	Vierzon-18	Vierzon	47.236883608	2.079075705	263.65	93	119	26365	réponses par habitant
18255	0.2	0.02	0.2	1.061571125	49	Le Subdray-18	Le Subdray	47.018302294	2.309887778	50	1	1	942	réponses par habitant
18223	0.2	0.02	0.2	0.422119038	49	Saint-Martin-d'Auxigny-18	Saint-Martin-d'Auxigny	47.210319746	2.381656990	50	1	1	2369	réponses par habitant
18213	0.2	0.019681165	0.2	0.196811651	49	Saint-Germain-du-Puy-18	Saint-Germain-du-Puy	47.107664124	2.478893434	50.81	1	1	5081	réponses par habitant
18207	0.2	0.015110305	0.2	0.151103052	49	Saint-Florent-sur-Cher-18	Saint-Florent-sur-Cher	46.991394676	2.254093110	66.18	1	1	6618	réponses par habitant
18205	0.737929580	0.073792958	0.737929580	0.737929580	43	Saint-Doulchard-18	Saint-Doulchard	47.110930060	2.357037102	94.86	7	7	9486	réponses par habitant
18197	0.508646999	0.050864700	0.508646999	0.508646999	45	Saint-Amand-Montrond-18	Saint-Amand-Montrond	46.726171431	2.520136270	98.3	5	5	9830	réponses par habitant
18181	0.2	0.02	0.2	1.893939394	49	Plou-18	Plou	47.031508838	2.148300529	50	1	1	528	réponses par habitant
18141	0.2	0.015218384	0.2	0.152183838	49	Mehun-sur-Yèvre-18	Mehun-sur-Yèvre	47.135663788	2.220430453	65.71	1	1	6571	réponses par habitant
18055	0.2	0.02	0.2	1.014198783	49	Chârost-18	Chârost	46.991309702	2.128531234	50	1	1	986	réponses par habitant
18050	0.2	0.02	0.2	0.287769784	49	La Chapelle-Saint-Ursin-18	La Chapelle-Saint-Ursin	47.057656634	2.318641681	50	1	1	3475	réponses par habitant
18033	4.149187705	0.414918770	4.149187705	4.149187705	0	Bourges-18	Bourges	47.074957201	2.404171376	655.55	252	272	65555	réponses par habitant
18001	0.2	0.02	0.2	2.638522427	49	Achères-18	Achères	47.282653437	2.458777864	50	1	1	379	réponses par habitant
17486	0.2	0.02	0.2	1.432664756	49	La Brée-les-Bains-17	La Brée-les-Bains	46.007850292	-1.350923432	50	1	1	698	réponses par habitant
17485	2.862595420	0.06	2.862595420	2.862595420	47	Le Grand-Village-Plage-17	Le Grand-Village-Plage	45.862078752	-1.242745133	50	3	3	1048	réponses par habitant
17484	0.2	0.02	0.2	0.559284116	49	Port-des-Barques-17	Port-des-Barques	45.941952912	-1.072305871	50	1	1	1788	réponses par habitant
17472	0.2	0.02	0.2	0.446428571	50	Villedoux-17	Villedoux	46.243401223	-1.073213289	50	0	1	2240	réponses par habitant
17463	1.669449082	0.04	1.669449082	1.669449082	48	Vergeroux-17	Vergeroux	45.973700620	-0.986529133	50	2	2	1198	réponses par habitant
17461	7.930214116	0.6	7.930214116	7.930214116	21	Vaux-sur-Mer-17	Vaux-sur-Mer	45.644801766	-1.058535777	50	29	30	3783	réponses par habitant
17453	0.2	0.02	0.2	0.675675676	49	Trizay-17	Trizay	45.882415911	-0.903805758	50	1	1	1480	réponses par habitant
17452	2.004900869	0.18	2.004900869	2.004900869	41	La Tremblade-17	La Tremblade	45.759522226	-1.190707070	50	9	9	4489	réponses par habitant
17449	8	0.813516896	8	8.135168961	0	Tonnay-Charente-17	Tonnay-Charente	45.963376645	-0.874412067	79.9	62	65	7990	réponses par habitant
17443	3.582089552	0.12	3.582089552	3.582089552	45	Thairé-17	Thairé	46.077380339	-1.004365336	50	5	6	1675	réponses par habitant
17434	0.879765396	0.087976540	0.879765396	0.879765396	44	Surgères-17	Surgères	46.104477383	-0.753715270	68.2	6	6	6820	réponses par habitant
17429	0.2	0.02	0.2	0.337154417	49	Soubise-17	Soubise	45.909726273	-1.002261086	50	1	1	2966	réponses par habitant
17425	1.284796574	0.06	1.284796574	1.284796574	47	Semussac-17	Semussac	45.599275366	-0.915156967	50	3	3	2335	réponses par habitant
17421	8	1.044131978	8	10.441319783	0	Saujon-17	Saujon	45.675441719	-0.936728981	71.83	70	75	7183	réponses par habitant
17420	1.426533524	0.06	1.426533524	1.426533524	47	Salles-sur-Mer-17	Salles-sur-Mer	46.102514787	-1.051963800	50	3	3	2103	réponses par habitant
17415	8	1.214750542	8	12.147505423	0	Saintes-17	Saintes	45.742230016	-0.649623036	253.55	269	308	25355	réponses par habitant
17414	2.755404833	0.26	2.755404833	2.755404833	38	Saint-Xandre-17	Saint-Xandre	46.212770664	-1.091605462	50	12	13	4718	réponses par habitant
17412	0.2	0.02	0.2	1.557632399	49	Saint-Vaize-17	Saint-Vaize	45.816147962	-0.621357223	50	1	1	642	réponses par habitant
17409	1.582779361	0.1	1.582779361	1.582779361	46	Saint-Sulpice-de-Royan-17	Saint-Sulpice-de-Royan	45.673545726	-1.006332438	50	4	5	3159	réponses par habitant
17407	2.499431947	0.22	2.499431947	2.499431947	42	Sainte-Soulle-17	Sainte-Soulle	46.193048490	-1.016483350	50	8	11	4401	réponses par habitant
17397	0.2	0.02	0.2	0.412371134	49	Saint-Savinien-17	Saint-Savinien	45.886279942	-0.677457125	50	1	1	2425	réponses par habitant
17395	0.2	0.02	0.2	2.044989775	49	Saint-Sauvant-17	Saint-Sauvant	45.732419721	-0.497484915	50	1	1	489	réponses par habitant
17391	1.371742112	0.06	1.371742112	1.371742112	47	Saint-Rogatien-17	Saint-Rogatien	46.1454739	-1.061878288	50	3	3	2187	réponses par habitant
17387	0.2	0.02	0.2	0.538793103	49	Saint-Porchaire-17	Saint-Porchaire	45.823038149	-0.774633081	50	1	1	1856	réponses par habitant
17385	3.253475303	0.325347530	3.253475303	3.253475303	29	Saint-Pierre-d'Oléron-17	Saint-Pierre-d'Oléron	45.939693146	-1.305309356	67.62	21	22	6762	réponses par habitant
17380	8	1.28	8	16.456672666	0	Saint-Palais-sur-Mer-17	Saint-Palais-sur-Mer	45.657975406	-1.101151187	50	56	64	3889	réponses par habitant
17375	0.2	0.02	0.2	0.846740051	49	Saint-Nazaire-sur-Charente-17	Saint-Nazaire-sur-Charente	45.943056045	-1.028185729	50	1	1	1181	réponses par habitant
17373	0.896057348	0.04	0.896057348	0.896057348	49	Saint-Médard-d'Aunis-17	Saint-Médard-d'Aunis	46.159202327	-0.967137851	50	1	2	2232	réponses par habitant
17369	1.748251748	0.08	1.748251748	1.748251748	46	Saint-Martin-de-Ré-17	Saint-Martin-de-Ré	46.199090857	-1.366837799	50	4	4	2288	réponses par habitant
17353	0.960153625	0.04	0.960153625	0.960153625	48	Saint-Laurent-de-la-Prée-17	Saint-Laurent-de-la-Prée	45.987872751	-1.027456707	50	2	2	2083	réponses par habitant
17349	0.2	0.02	0.2	0.353356890	49	Saint-Jean-de-Liversay-17	Saint-Jean-de-Liversay	46.279758587	-0.882374660	50	1	1	2830	réponses par habitant
17347	0.424568356	0.042456836	0.424568356	0.424568356	47	Saint-Jean-d'Angély-17	Saint-Jean-d'Angély	45.942717264	-0.519834101	70.66	3	3	7066	réponses par habitant
17337	2.972972973	0.22	2.972972973	2.972972973	39	Saint-Georges-d'Oléron-17	Saint-Georges-d'Oléron	45.976246555	-1.324329692	50	11	11	3700	réponses par habitant
17336	1.867762421	0.1	1.867762421	1.867762421	45	Saint-Georges-des-Coteaux-17	Saint-Georges-des-Coteaux	45.770362463	-0.701151604	50	5	5	2677	réponses par habitant
17333	5.041075429	0.504107543	5.041075429	5.041075429	25	Saint-Georges-de-Didonne-17	Saint-Georges-de-Didonne	45.603627845	-0.980098297	53.56	25	27	5356	réponses par habitant
17323	1.482579689	0.04	1.482579689	1.482579689	48	Saint-Denis-d'Oléron-17	Saint-Denis-d'Oléron	46.023474789	-1.385779645	50	2	2	1349	réponses par habitant
17311	4.470938897	0.12	4.470938897	4.470938897	44	Saint-Augustin-17	Saint-Augustin	45.685954718	-1.106168895	50	6	6	1342	réponses par habitant
17308	0.748222970	0.04	0.748222970	0.748222970	48	Saint-Agnant-17	Saint-Agnant	45.867792939	-0.952947405	50	2	2	2673	réponses par habitant
17307	2.124645892	0.06	2.124645892	2.124645892	48	Sablonceaux-17	Sablonceaux	45.713726565	-0.895448885	50	2	3	1412	réponses par habitant
17306	8	1.290006532	8	12.900065317	0	Royan-17	Royan	45.634657424	-1.017914034	183.72	216	237	18372	réponses par habitant
17300	8	1.122319637	8	11.223196366	0	La Rochelle-17	La Rochelle	46.162064397	-1.174657028	757.36	835	850	75736	réponses par habitant
17299	8	1.455483012	8	14.554830124	0	Rochefort-17	Rochefort	45.943234454	-0.972356446	240.47	323	350	24047	réponses par habitant
17297	0.875273523	0.04	0.875273523	0.875273523	48	Rivedoux-Plage-17	Rivedoux-Plage	46.159061213	-1.283022897	50	2	2	2285	réponses par habitant
17291	3.504088103	0.350408810	3.504088103	3.504088103	30	Puilboreau-17	Puilboreau	46.185393525	-1.113936052	59.93	20	21	5993	réponses par habitant
17286	0.2	0.02	0.2	1.633986928	49	Les Portes-en-Ré-17	Les Portes-en-Ré	46.242056101	-1.500553380	50	1	1	612	réponses par habitant
17283	0.481695568	0.04	0.481695568	0.481695568	49	Pons-17	Pons	45.577048733	-0.557449237	50	1	2	4152	réponses par habitant
17274	6.400193213	0.640019321	6.400193213	6.400193213	0	Périgny-17	Périgny	46.157455135	-1.088860849	82.81	53	53	8281	réponses par habitant
17264	1.040402289	0.104040229	1.040402289	1.040402289	44	Nieul-sur-Mer-17	Nieul-sur-Mer	46.208718162	-1.165969451	57.67	6	6	5767	réponses par habitant
17253	1.501501502	0.04	1.501501502	1.501501502	49	Muron-17	Muron	46.011229388	-0.863875531	50	1	2	1332	réponses par habitant
17247	0.2	0.02	0.2	1.199040767	49	Mornac-sur-Seudre-17	Mornac-sur-Seudre	45.707910589	-1.021325315	50	1	1	834	réponses par habitant
17230	3.222687722	0.2	3.222687722	3.222687722	41	Meschers-sur-Gironde-17	Meschers-sur-Gironde	45.572867289	-0.947716757	50	9	10	3103	réponses par habitant
17229	0.2	0.02	0.2	4.504504505	49	Mérignac-17	Mérignac	45.329823943	-0.300959977	50	1	1	222	réponses par habitant
17228	2.451838879	0.14	2.451838879	2.451838879	45	Médis-17	Médis	45.64232723	-0.957332812	50	5	7	2855	réponses par habitant
17225	8	1.02	8	25.993883792	5	Les Mathes-17	Les Mathes	45.705987912	-1.170866704	50	45	51	1962	réponses par habitant
17222	1.665001665	0.1	1.665001665	1.665001665	47	Marsilly-17	Marsilly	46.227981594	-1.134165794	50	3	5	3003	réponses par habitant
17219	1.239596246	0.123959625	1.239596246	1.239596246	43	Marennes-Hiers-Brouage-17	Marennes-Hiers-Brouage	45.822126959	-1.109299953	56.47	7	7	5647	réponses par habitant
17218	0.442771751	0.04	0.442771751	0.442771751	49	Marans-17	Marans	46.312033238	-0.979496239	50	1	2	4517	réponses par habitant
17216	0.2	0.02	0.2	1.004016064	49	Lussant-17	Lussant	45.942850785	-0.822245809	50	1	1	996	réponses par habitant
17205	0.2	0.02	0.2	2.617801047	49	Loire-les-Marais-17	Loire-les-Marais	45.992747447	-0.927468396	50	1	1	382	réponses par habitant
17200	4.225352113	0.422535211	4.225352113	4.225352113	21	Lagord-17	Lagord	46.186524797	-1.152199253	71	29	30	7100	réponses par habitant
17197	1.743172574	0.12	1.743172574	1.743172574	45	Jonzac-17	Jonzac	45.441982741	-0.427614839	50	5	6	3442	réponses par habitant
17194	0.2	0.02	0.2	0.310173697	49	La Jarrie-17	La Jarrie	46.123923201	-1.011640422	50	1	1	3224	réponses par habitant
17193	2.830570158	0.14	2.830570158	2.830570158	44	La Jarne-17	La Jarne	46.121451206	-1.071424552	50	6	7	2473	réponses par habitant
17190	3.870513723	0.22	3.870513723	3.870513723	39	L'Houmeau-17	L'Houmeau	46.193571863	-1.186415430	50	11	11	2842	réponses par habitant
17179	0.2	0.02	0.2	0.589275192	49	Les Gonds-17	Les Gonds	45.706263321	-0.606847375	50	1	1	1697	réponses par habitant
17172	0.2	0.02	0.2	0.351741119	49	Gémozac-17	Gémozac	45.561574897	-0.684082034	50	1	1	2843	réponses par habitant
17168	8	1.58	8	19.525457242	0	Fouras-17	Fouras	45.983075341	-1.077005218	50	78	79	4046	réponses par habitant
17161	0.726216412	0.04	0.726216412	0.726216412	48	La Flotte-17	La Flotte	46.179366046	-1.321630122	50	2	2	2754	réponses par habitant
17155	2.919099249	0.14	2.919099249	2.919099249	44	Étaules-17	Étaules	45.722517226	-1.100537474	50	6	7	2398	réponses par habitant
17153	0.972762646	0.04	0.972762646	0.972762646	48	Esnandes-17	Esnandes	46.248146387	-1.113943437	50	2	2	2056	réponses par habitant
17151	6.849315068	0.12	6.849315068	6.849315068	44	L'Éguille-17	L'Éguille	45.701900917	-0.979905969	50	6	6	876	réponses par habitant
17147	0.2	0.02	0.2	0.739644970	49	Écoyeux-17	Écoyeux	45.814618894	-0.519324134	50	1	1	1352	réponses par habitant
17146	1.138952164	0.08	1.138952164	1.138952164	46	Échillais-17	Échillais	45.902465910	-0.953390493	50	4	4	3512	réponses par habitant
17142	5.940226471	0.594022647	5.940226471	5.940226471	19	Dompierre-sur-Mer-17	Dompierre-sur-Mer	46.184094623	-1.067843177	53.87	31	32	5387	réponses par habitant
17140	1.223241590	0.08	1.223241590	1.223241590	46	Dolus-d'Oléron-17	Dolus-d'Oléron	45.909618544	-1.257509537	50	4	4	3270	réponses par habitant
17136	0.2	0.02	0.2	0.806451613	49	Croix-Chapeau-17	Croix-Chapeau	46.102931175	-0.998866254	50	1	1	1240	réponses par habitant
17131	0.2	0.02	0.2	0.468164794	49	Cozes-17	Cozes	45.576167197	-0.823756710	50	1	1	2136	réponses par habitant
17128	0.2	0.02	0.2	1.457725948	49	Courcoury-17	Courcoury	45.703091470	-0.563571542	50	1	1	686	réponses par habitant
17125	0.2	0.02	0.2	2.109704641	50	Courcelles-17	Courcelles	45.958670279	-0.481078559	50	0	1	474	réponses par habitant
17121	0.2	0.02	0.2	0.829875519	49	La Couarde-sur-Mer-17	La Couarde-sur-Mer	46.201071884	-1.436616935	50	1	1	1205	réponses par habitant
17119	2.700270027	0.06	2.700270027	2.700270027	47	Corme-Écluse-17	Corme-Écluse	45.632258993	-0.864025819	50	3	3	1111	réponses par habitant
17109	1.473839352	0.04	1.473839352	1.473839352	48	Clavette-17	Clavette	46.142381376	-1.036601421	50	2	2	1357	réponses par habitant
17094	6.415667736	0.641566774	6.415667736	6.415667736	12	Châtelaillon-Plage-17	Châtelaillon-Plage	46.072734248	-1.082621020	59.23	38	38	5923	réponses par habitant
17093	0.958313368	0.08	0.958313368	0.958313368	46	Le Château-d'Oléron-17	Le Château-d'Oléron	45.881385313	-1.216623484	50	4	4	4174	réponses par habitant
17091	0.2	0.02	0.2	0.504795558	49	Charron-17	Charron	46.293690377	-1.080920399	50	1	1	1981	réponses par habitant
17086	0.835887434	0.06	0.835887434	0.835887434	47	Chaniers-17	Chaniers	45.733972346	-0.551943475	50	3	3	3589	réponses par habitant
17065	0.2	0.02	0.2	0.603500302	49	Breuil-Magné-17	Breuil-Magné	46.000279900	-0.966249355	50	1	1	1657	réponses par habitant
17064	5.619950825	0.32	5.619950825	5.619950825	35	Breuillet-17	Breuillet	45.693963058	-1.054455843	50	15	16	2847	réponses par habitant
17059	2.467105263	0.06	2.467105263	2.467105263	48	Bourgneuf-17	Bourgneuf	46.168153852	-1.021811563	50	2	3	1216	réponses par habitant
17058	0.870322019	0.06	0.870322019	0.870322019	48	Bourcefranc-le-Chapus-17	Bourcefranc-le-Chapus	45.847336282	-1.134296372	50	2	3	3447	réponses par habitant
17051	8	0.46	8	10.074463425	27	Le Bois-Plage-en-Ré-17	Le Bois-Plage-en-Ré	46.182528365	-1.376259081	50	23	23	2283	réponses par habitant
17032	0.2	0.02	0.2	1.261034048	49	Ballon-17	Ballon	46.053511292	-0.972963664	50	1	1	793	réponses par habitant
17031	0.2	0.02	0.2	5.050505051	49	Ballans-17	Ballans	45.808308102	-0.225189642	50	1	1	198	réponses par habitant
17028	8	0.918906501	8	9.189065013	0	Aytré-17	Aytré	46.134271716	-1.114549133	87.06	79	80	8706	réponses par habitant
17021	1.172332943	0.08	1.172332943	1.172332943	46	Arvert-17	Arvert	45.746717759	-1.123034187	50	4	4	3412	réponses par habitant
17015	5.361930295	0.08	5.361930295	5.361930295	47	Arces-17	Arces	45.560386175	-0.873664736	50	3	4	746	réponses par habitant
17010	8	1.14	8	14.690721649	0	Angoulins-17	Angoulins	46.106704274	-1.106178409	50	57	57	3880	réponses par habitant
17008	0.2	0.02	0.2	0.451059991	50	Andilly-17	Andilly	46.263004481	-1.017657561	50	0	1	2217	réponses par habitant
17004	0.2	0.02	0.2	4.237288136	49	Île-d'Aix-17	Île-d'Aix	46.018333681	-1.169624920	50	1	1	236	réponses par habitant
16393	0.2	0.02	0.2	0.483792937	50	Vars-16	Vars	45.756446903	0.136239938	50	0	1	2067	réponses par habitant
16392	0.2	0.02	0.2	4.807692308	49	Valence-16	Valence	45.882377288	0.317842371	50	1	1	208	réponses par habitant
16390	0.2	0.02	0.2	4.504504505	49	Tusson-16	Tusson	45.931556365	0.070413570	50	1	1	222	réponses par habitant
16374	0.2	0.010688328	0.2	0.106883283	49	Soyaux-16	Soyaux	45.639766932	0.206625704	93.56	1	1	9356	réponses par habitant
16366	0.2	0.02	0.2	0.475059382	49	Segonzac-16	Segonzac	45.618018785	-0.215554491	50	1	1	2105	réponses par habitant
16363	0.2	0.02	0.2	1.941747573	49	Saulgond-16	Saulgond	45.956370150	0.786714507	50	1	1	515	réponses par habitant
16358	0.552257352	0.055225735	0.552257352	0.552257352	46	Saint-Yrieix-sur-Charente-16	Saint-Yrieix-sur-Charente	45.681841696	0.128271343	72.43	4	4	7243	réponses par habitant
16339	0.2	0.02	0.2	3.355704698	49	Val-d'Auge-16	Val-d'Auge	45.851141660	-0.087226286	50	1	1	298	réponses par habitant
16330	0.2	0.02	0.2	1.201923077	49	Saint-Laurent-de-Cognac-16	Saint-Laurent-de-Cognac	45.695050091	-0.394353792	50	1	1	832	réponses par habitant
16295	0.2	0.02	0.2	0.717875090	50	Saint-Amant-de-Boixe-16	Saint-Amant-de-Boixe	45.802351966	0.139724725	50	0	1	1393	réponses par habitant
16292	0.2	0.02	0.2	0.290528762	49	Ruffec-16	Ruffec	46.039455304	0.199192105	50	1	1	3442	réponses par habitant
16286	0.2	0.02	0.2	0.429000429	49	Rouillac-16	Rouillac	45.781947293	-0.074390137	50	1	1	2331	réponses par habitant
16271	0.837520938	0.04	0.837520938	0.837520938	48	Puymoyen-16	Puymoyen	45.616018594	0.172580598	50	2	2	2388	réponses par habitant
16258	0.2	0.02	0.2	2.155172414	49	Pérignac-16	Pérignac	45.466732395	0.082649611	50	1	1	464	réponses par habitant
16244	0.2	0.02	0.2	0.414937759	50	Nersac-16	Nersac	45.625369161	0.062190305	50	0	1	2410	réponses par habitant
16206	1.206272618	0.04	1.206272618	1.206272618	48	Mansle-16	Mansle	45.879088266	0.173859970	50	2	2	1658	réponses par habitant
16186	0.2	0.02	0.2	1.663893511	49	Lignières-Sonneville-16	Lignières-Sonneville	45.566029167	-0.185136398	50	1	1	601	réponses par habitant
16167	0.453206436	0.04	0.453206436	0.453206436	48	Jarnac-16	Jarnac	45.686535531	-0.164780604	50	2	2	4413	réponses par habitant
16166	0.534283170	0.053428317	0.534283170	0.534283170	47	L'Isle-d'Espagnac-16	L'Isle-d'Espagnac	45.663864098	0.199231747	56.15	3	3	5615	réponses par habitant
16154	0.834028357	0.083402836	0.834028357	0.834028357	45	Gond-Pontouvre-16	Gond-Pontouvre	45.679758008	0.165506204	59.95	5	5	5995	réponses par habitant
16144	0.2	0.02	0.2	2.557544757	49	Fouqueure-16	Fouqueure	45.884714955	0.075657787	50	1	1	391	réponses par habitant
16138	0.2	0.02	0.2	0.267308206	49	Fléac-16	Fléac	45.675732149	0.088349316	50	1	1	3741	réponses par habitant
16102	8	1.406266709	8	14.062667094	0	Cognac-16	Cognac	45.696232655	-0.335079418	187.02	235	263	18702	réponses par habitant
16090	0.564174894	0.04	0.564174894	0.564174894	48	Châteauneuf-sur-Charente-16	Châteauneuf-sur-Charente	45.596148635	-0.051420567	50	2	2	3545	réponses par habitant
16089	2.710027100	0.2	2.710027100	2.710027100	40	Châteaubernard-16	Châteaubernard	45.672023713	-0.316074718	50	10	10	3690	réponses par habitant
16086	0.2	0.02	0.2	1.138952164	50	Chassenon-16	Chassenon	45.851391670	0.773197167	50	0	1	878	réponses par habitant
16070	1.772002363	0.06	1.772002363	1.772002363	48	Chabanais-16	Chabanais	45.863829186	0.711713773	50	2	3	1693	réponses par habitant
16058	0.2	0.02	0.2	0.691562932	50	Boutiers-Saint-Trojan-16	Boutiers-Saint-Trojan	45.711028287	-0.296886699	50	0	1	1446	réponses par habitant
16028	0.427533134	0.04	0.427533134	0.427533134	48	Barbezieux-Saint-Hilaire-16	Barbezieux-Saint-Hilaire	45.478038234	-0.157746080	50	2	2	4678	réponses par habitant
16024	0.2	0.02	0.2	1.941747573	50	Aussac-Vadalle-16	Aussac-Vadalle	45.821578029	0.215598560	50	0	1	515	réponses par habitant
16015	4.196971504	0.419697150	4.196971504	4.196971504	0	Angoulême-16	Angoulême	45.647258515	0.145144907	419.35	147	176	41935	réponses par habitant
16005	0.2	0.02	0.2	0.910746812	49	Aigre-16	Aigre	45.889170263	-0.000376399	50	1	1	1098	réponses par habitant
